PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETPRY,PETPRY,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETSLV,PETSLV,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINPETURY,PETURY,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNARG,URNARG,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBOL,URNBOL,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRA,URNBRA,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNBRB,URNBRB,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCHL,URNCHL,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCOL,URNCOL,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2041,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2042,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2043,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2044,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2045,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2046,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2047,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2048,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2049,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNCRI,URNCRI,,1,2050,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2023,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2024,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2025,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2026,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2027,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2028,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2029,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2030,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2031,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2032,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2033,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2034,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2035,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2036,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2037,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2038,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2039,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2040,,,,,,1.0
OutputActivityRatio,BAU,GLOBAL,MINURNDOM,URNDOM,,1,2041,,,,,,1.0
